,MOVIE_ID,TITLE,TMDB_ID,title,director,production_companies,genres,popularity,rating,actors,overview
140,141,Taare Zameen Par,7508,Like Stars on Earth,['Aamir Khan'],"['Aamir Khan Productions', 'PVR Inox Pictures', 'UTV Motion Pictures']",['Drama'],35.861,8.0,"['Aamir Khan', 'Vipin Sharma', 'Tisca Chopra', 'Girija Oak', 'Tanay Chheda', 'Meghna Malik', 'Darsheel Safary', 'Bugs Bhargava', 'Shankar Sachdev', 'Ravi Khanvilkar']","['Awasthi', 'Ishaan', 'world', 'filled', 'Colours', 'fish', 'dogs', 'marks', 'adults', 'homework']"
141,142,Taxi Driver,103,Taxi Driver,['Martin Scorsese'],"['Italo/Judeo Productions', 'Bill/Phillips', 'Columbia Pictures']","['Crime', 'Drama']",74.747,8.142,"['Robert De Niro', 'Jodie Foster', 'Martin Scorsese', 'Harvey Keitel', 'Peter Boyle', 'Cybill Shepherd', 'Joe Spinell', 'Albert Brooks', 'Frank Adu', 'Debbi Morgan']","['Vietnam', 'War', 'York', 'City', 'action', 'mentally', 'unstable', 'veteran', 'works', 'night-time']"
142,143,Terminator 2: Judgment Day,280,Terminator 2: Judgment Day,['James Cameron'],"['Carolco Pictures', 'Pacific Western', 'Lightstorm Entertainment', 'Le Studio Canal+']","['Action', 'Thriller', 'Science Fiction']",75.084,8.119,"['Arnold Schwarzenegger', 'Dean Norris', 'Robert Patrick', 'Linda Hamilton', 'Xander Berkeley', 'Nikki Cox', 'Joe Morton', 'Edward Furlong', 'S. Epatha Merkerson', 'Earl Boen']","['Connor', 'James', 'Cameron', 'John', 'Set', 'original', 'rebellion', 'ten', 'years', 'events']"
143,144,The Apartment,284,The Apartment,['Billy Wilder'],"['The Mirisch Company', 'United Artists']","['Comedy', 'Drama', 'Romance']",26.598,8.2,"['Shirley MacLaine', 'David Lewis', 'Fred MacMurray', 'Jack Lemmon', 'Joan Shawlee', 'Ray Walston', 'David White', 'Hal Smith', 'Joyce Jameson', 'David Macklin']","['Baxter', 'York', 'Bud', 'company', 'ladder', 'minor', 'clerk', 'huge', 'insurance', 'discovers']"
144,145,The Artist,74643,The Artist,['Michel Hazanavicius'],"['uFilm', 'La Petite Reine', 'Studio 37', 'La Classe américaine', 'JD Prod', 'France 3 Cinéma', 'Jouror Productions']","['Drama', 'Comedy', 'Romance']",14.212,7.454,"['John Goodman', 'James Cromwell', 'Missi Pyle', 'Malcolm McDowell', 'Elizabeth Tulloch', 'Jean Dujardin', 'Tasso Feldman', 'Jen Lilley', 'Bérénice Bejo', 'Penelope Ann Miller']","['Hollywood', 'Miller', 'George', 'Valentin', 'Peppy', 'oblivion', 'break', 'silent', 'movie', 'star']"
145,146,The Avengers,24428,The Avengers,['Joss Whedon'],['Marvel Studios'],"['Science Fiction', 'Action', 'Adventure']",176.955,7.719,"['Scarlett Johansson', 'Robert Downey Jr.', 'Samuel L. Jackson', 'Chris Evans', 'Chris Hemsworth', 'Jenny Agutter', 'Ashley Johnson', 'Tom Hiddleston', 'Cobie Smulders', 'Jeremy Renner']","['Nick', 'Fury', 'security', 'director', 'finds', 'disaster', 'unexpected', 'enemy', 'emerges', 'threatens']"
146,147,The Best Years of Our Lives,887,The Best Years of Our Lives,['William Wyler'],"['Samuel Goldwyn Productions', 'RKO Radio Pictures', 'Samuel Goldwyn Company']","['Drama', 'Romance', 'War']",17.252,7.783,"['Ray Collins', 'Virginia Mayo', 'Myrna Loy', 'Steve Cochran', 'Robert Karnes', 'Teresa Wright', 'Ray Teal', 'Heinie Conklin', 'Lawrence Dobkin', 'Dana Andrews']","['day', 'home', 'dream', 'hope', 'sustains', 'spirit', 'finally', 'return', 'WWII', 'veterans']"
147,148,The Big Lebowski,115,The Big Lebowski,['Joel Coen'],"['PolyGram Filmed Entertainment', 'Working Title Films', 'Gramercy Pictures']","['Comedy', 'Crime']",62.672,7.8,"['Julianne Moore', 'Jeff Bridges', 'Tara Reid', 'Steve Buscemi', 'John Goodman', 'Mark Pellegrino', 'Sam Elliott', 'David Thewlis', 'John Turturro', 'Peter Stormare']","['Lebowski', 'ferrets', 'Dude', 'Russians', 'Jeffrey', 'Los', 'Angeles', 'White', 'millionaire', 'nihilists']"
148,149,The Big Sleep,910,The Big Sleep,['Howard Hawks'],['Warner Bros. Pictures'],"['Mystery', 'Crime', 'Thriller']",27.341,7.6,"['Humphrey Bogart', 'Lauren Bacall', 'Dorothy Malone', 'Shep Houghton', 'Trevor Bardette', 'Bob Steele', 'Elisha Cook Jr.', 'Regis Toomey', 'Bess Flowers', 'Peggy Knudsen']","['Carmen', 'Investigator', 'Philip', 'General', 'Sternwood', 'Marlowe', 'Private', 'blackmail', 'deception', 'hired']"
149,150,The Bourne Ultimatum,2503,The Bourne Ultimatum,['Paul Greengrass'],"['Universal Pictures', 'The Kennedy/Marshall Company', 'Ludlum Entertainment', 'Motion Picture BETA Produktionsgesellschaft', 'Bourne Again', 'KanZaman Services', 'Peninsula Films', 'Studio Babelsberg']","['Action', 'Drama', 'Mystery', 'Thriller']",50.313,7.43,"['Matt Damon', 'Scott Adkins', 'Julia Stiles', 'Edgar Ramírez', 'Daniel Brühl', 'Scott Glenn', 'Joan Allen', 'Franka Potente', 'Paddy Considine', 'David Strathairn']","['Blackbriar', 'Treadstone', 'Simon', 'Ross', 'Operation', 'Project', 'columns', 'Bourne', 'reporter', 'brought']"
150,151,The Bridge on the River Kwai,826,The Bridge on the River Kwai,['David Lean'],['Horizon Pictures'],"['Drama', 'History', 'War']",39.5,7.832,"['William Holden', 'Jack Hawkins', 'Alec Guinness', 'Sessue Hayakawa', 'Percy Herbert', 'Geoffrey Horne', 'Peter Williams', 'André Morell', 'James Donald', 'ヘンリー大川']","['English', 'Burma', 'Japanese', 'captors', 'bridge', 'classic', 'story', 'POWs', 'forced', 'build']"
151,152,The Dark Knight,155,The Dark Knight,['Christopher Nolan'],"['DC', 'Legendary Pictures', 'Syncopy', 'Isobel Griffiths', 'Warner Bros. Pictures']","['Drama', 'Action', 'Crime', 'Thriller']",160.102,8.5,"['Gary Oldman', 'Morgan Freeman', 'Cillian Murphy', 'Christian Bale', 'William Fichtner', 'Michael Caine', 'Eric Roberts', 'Aaron Eckhart', 'Michael Jai White', 'David Dastmalchian']","['Batman', 'crime', 'raises', 'stakes', 'war', 'criminal', 'Dent', 'Gordon', 'District', 'Attorney']"
152,153,The Deer Hunter,11778,The Deer Hunter,['Michael Cimino'],"['Universal Pictures', 'EMI Films']","['Drama', 'War']",30.217,8.003,"['Robert De Niro', 'Meryl Streep', 'Christopher Walken', 'George Dzundza', 'John Savage', 'John Cazale', 'Rutanya Alda', 'Joel Thingvall', 'Joe Grifasi', ""Paul D'Amato""]","['Army', 'Vietnam', 'War', 'chaos', 'imagined', 'group', 'working-class', 'friends', 'decide', 'enlist']"
153,154,The Departed,1422,The Departed,['Martin Scorsese'],"['Warner Bros. Pictures', 'Plan B Entertainment', 'Initial Entertainment Group', 'Vertigo Entertainment', 'Media Asia Films']","['Drama', 'Thriller', 'Crime']",59.129,8.2,"['Matt Damon', 'Leonardo DiCaprio', 'Mark Wahlberg', 'Vera Farmiga', 'Alec Baldwin', 'Jack Nicholson', 'Martin Sheen', 'James Badge Dale', 'John Cenatiempo', ""David O'Hara""]","['Mafia', 'South', 'Boston', 'Irish', 'police', 'underworld', 'likewise', 'send', 'infiltrate', 'realizing']"
154,155,The Elephant Man,1955,The Elephant Man,['David Lynch'],"['Brooksfilms', 'Paramount Pictures']","['Drama', 'History']",32.155,8.034,"['Anthony Hopkins', 'John Hurt', 'David Lynch', 'John Standing', 'Michael Elphick', 'John Gielgud', 'Freddie Jones', 'Anne Bancroft', 'Patricia Hodge', 'Kathleen Byron']","['Victorian', 'owner', 'freak', 'Merrick', 'surgeon', 'rescues', 'heavily', 'disfigured', 'mistreated', 'side-show']"
155,156,The Exorcist,9552,The Exorcist,['William Friedkin'],"['Hoya Productions', 'Warner Bros. Pictures']","['Horror', 'Drama']",142.213,7.7,"['Linda Blair', 'Lee J. Cobb', 'Max von Sydow', 'Ellen Burstyn', 'Mercedes McCambridge', 'Donna Mitchell', 'Jason Miller', 'Robert Symonds', 'Titos Vandis', 'Kitty Winn']","['charming', 'doctors', 'girl', 'characteristics', 'voices', 'daughter', 'die', 'devil', 'exorcism', 'people']"
156,157,The General,961,The General,"['Clyde Bruckman', 'Buster Keaton']","['Joseph M. Schenck Productions', 'Buster Keaton Productions']","['Comedy', 'Action', 'Adventure', 'War']",27.675,7.964,"['Buster Keaton', 'Joe Keaton', 'Louis Lewyn', 'Frederick Vroom', 'Frank Hagney', 'Charles Henry Smith', 'Mike Donlin', 'Edward Hearn', 'Al St. John', 'Glen Cavender']","['General', 'War', 'Union', 'Annabelle', 'America', 'Civil', 'Johnny', 'Gray', 'Johnnie', 'locomotive']"
157,158,The Godfather,238,The Godfather,['Francis Ford Coppola'],"['Paramount Pictures', 'Alfran Productions']","['Drama', 'Crime']",269.616,8.69,"['Al Pacino', 'Diane Keaton', 'Talia Shire', 'Marlon Brando', 'Simonetta Stefanelli', 'James Caan', 'Robert Duvall', 'Joe Spinell', 'Sofia Coppola', 'Abe Vigoda']","['Corleone', 'Spanning', 'years', 'crime', 'family', 'chronicle', 'fictional', 'Italian-American', 'Vito', 'Michael']"
158,159,The Gold Rush,962,The Gold Rush,['Charlie Chaplin'],['Charles Chaplin Productions'],"['Adventure', 'Comedy', 'Drama']",15.26,7.995,"['Charlie Chaplin', 'James Dime', 'Mack Swain', 'Heinie Conklin', 'Henry Bergman', 'Larry Steers', 'Malcolm Waite', 'Georgia Hale', 'Frank Rice', 'Steve Murphy']","['Alaska', 'girl', 'gold', 'prospector', 'struggles', 'survive', 'elements', 'win', 'heart', 'dance']"
159,160,The Graduate,37247,The Graduate,['Mike Nichols'],"['AVCO Embassy Pictures', 'Mike Nichols Productions', 'Lawrence Turman Productions']","['Drama', 'Romance', 'Comedy']",37.511,7.6,"['Dustin Hoffman', 'Kevin Tighe', 'Katharine Ross', 'William Daniels', 'Richard Dreyfuss', 'Murray Hamilton', 'Ben Murphy', 'Anne Bancroft', 'Mike Farrell', 'Norman Fell']","['Benjamin', 'future', 'finds', 'daughter', 'recent', 'college', 'graduate', 'worried', 'love', 'triangle']"
160,161,The Grapes of Wrath,596,The Grapes of Wrath,['John Ford'],['20th Century Fox'],['Drama'],17.295,7.8,"['Henry Fonda', 'John Carradine', 'Frank Faylen', 'Ward Bond', 'Mae Marsh', 'Trevor Bardette', 'Joe Sawyer', 'Darryl Hickman', 'Russell Simpson', 'Robert J. Anderson']","['Joad', 'Tom', 'foreclosure', 'farm', 'returns', 'home', 'jail', 'sentence', 'find', 'family']"
161,162,The Great Dictator,914,The Great Dictator,['Charlie Chaplin'],['Charles Chaplin Productions'],"['Comedy', 'War']",28.841,8.3,"['Charlie Chaplin', 'Paulette Goddard', 'Charles Irwin', 'Hans Conried', 'Henry Daniell', 'Maurice Moscovitch', 'Billy Gilbert', 'Eddie Dunn', 'Lucien Prival', 'Rudolph Anders']","['Hynkel', 'Adenoid', 'Jewish', 'Dictator', 'regime', 'expand', 'empire', 'poor', 'barber', 'avoid']"
162,163,The Great Escape,5925,The Great Escape,['John Sturges'],"['The Mirisch Company', 'United Artists']","['Adventure', 'Drama', 'War']",37.095,7.9,"['James Garner', 'Charles Bronson', 'David McCallum', 'James Coburn', 'Steve McQueen', 'Donald Pleasence', 'Gordon Jackson', 'Richard Attenborough', 'William Russell', 'Tom Adams']","['Nazis', 'number', 'Allied', 'war', 'escape-proof', 'exasperated', 'relocate', 'high-security', 'prisoners', 'camps']"
163,164,The Green Mile,497,The Green Mile,['Frank Darabont'],"['Castle Rock Entertainment', 'Darkwoods Productions']","['Fantasy', 'Drama', 'Crime']",157.809,8.507,"['Tom Hanks', 'James Cromwell', 'Sam Rockwell', 'Bonnie Hunt', 'Michael Clarke Duncan', 'Harry Dean Stanton', 'Doug Hutchison', 'Brian Libby', 'Bill McKinney', 'Barry Pepper']","['Southern', 'John', 'Coffey', 'prison', 'ailments', 'supernatural', 'tale', 'set', 'death', 'row']"
164,165,The Hobbit: An Unexpected Journey,49051,The Hobbit: An Unexpected Journey,['Peter Jackson'],"['New Line Cinema', 'Metro-Goldwyn-Mayer', 'WingNut Films', 'Warner Bros. Pictures']","['Adventure', 'Fantasy', 'Action']",166.099,7.357,"['Andy Serkis', 'Christopher Lee', 'Benedict Cumberbatch', 'Ian McKellen', 'Cate Blanchett', 'Elijah Wood', 'Hugo Weaving', 'Martin Freeman', 'Manu Bennett', 'Lee Pace']","['Baggins', 'Smaug', 'Gandalf', 'Grey', 'Bilbo', 'life', 'dragon', 'hobbit', 'enjoying', 'quiet']"
165,166,The Hustler,990,The Hustler,['Robert Rossen'],"['Rossen Films', '20th Century Fox']","['Drama', 'Romance']",20.217,7.677,"['Paul Newman', 'Michael Constantine', 'George C. Scott', 'Murray Hamilton', 'Piper Laurie', 'Jackie Gleason', 'Vincent Gardenia', 'Stefan Gierasch', 'Carolyn Coates', 'Myron McCormick']","['Eddie', 'Felson', 'Fast', 'attitude', 'small-time', 'pool', 'hustler', 'lot', 'talent', 'self-destructive']"
166,167,The Kid,10098,The Kid,['Charlie Chaplin'],['Charles Chaplin Productions'],"['Comedy', 'Drama']",41.679,8.2,"['Charlie Chaplin', 'Jackie Coogan', 'Edna Purviance', 'Lew Parker', 'Henry Bergman', 'Esther Ralston', 'Carl Miller', 'Charles Reisner', 'Lita Grey', 'Edward Biby']","['mother', 'tramp', 'cares', 'boy', 'abandoned', 'newborn', 'son', 'change', 'heart', 'aches']"
167,168,The Killing,247,The Killing,['Stanley Kubrick'],"['United Artists', 'Harris-Kubrick Productions']","['Crime', 'Thriller']",22.056,7.655,"['Timothy Carey', 'William Benedict', 'Marie Windsor', 'Coleen Gray', 'Joe Turkel', 'Sterling Hayden', 'Ted de Corsia', 'Elisha Cook Jr.', 'Arthur Tovey', 'Joe Sawyer']","['Johnny', 'Clay', 'George', 'Career', 'sharpshooter', 'officer', 'married', 'criminal', 'recruits', 'crooked']"
168,169,The King's Speech,45269,The King's Speech,['Tom Hooper'],"['The Weinstein Company', 'See-Saw Films', 'Bedlam Productions']","['Drama', 'History']",32.538,7.7,"['Helena Bonham Carter', 'Colin Firth', 'Guy Pearce', 'Michael Gambon', 'Geoffrey Rush', 'Jennifer Ehle', 'Timothy Spall', 'Adrian Scarborough', 'Derek Jacobi', 'Anthony Andrews']","['Bertie', 'George', 'Queen', 'Elizabeth', 'King', 'Speech', 'story', 'man', 'father', 'Logue']"
169,170,The Lion King,8587,The Lion King,"['Roger Allers', 'Rob Minkoff']","['Walt Disney Pictures', 'Walt Disney Feature Animation']","['Family', 'Animation', 'Drama']",127.371,8.3,"['James Earl Jones', 'Jeremy Irons', 'Whoopi Goldberg', 'Rowan Atkinson', 'Matthew Broderick', 'Frank Welker', 'Moira Kelly', 'Jonathan Taylor Thomas', 'Nathan Lane', 'Robert Guillaume']","['prince', 'father', 'uncle', 'lion', 'cast', 'pride', 'cruel', 'claims', 'killed', 'young']"
170,171,The Lord of the Rings: The Two Towers,121,The Lord of the Rings: The Two Towers,['Peter Jackson'],"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']","['Adventure', 'Fantasy', 'Action']",141.436,8.4,"['Sean Astin', 'Andy Serkis', 'Christopher Lee', 'Ian McKellen', 'Orlando Bloom', 'Cate Blanchett', 'Elijah Wood', 'Liv Tyler', 'Viggo Mortensen', 'Hugo Weaving']","['Baggins', 'Ring', 'Isengard', 'Fellowship', 'Saruman', 'Mordor', 'Tower', 'Orthanc', 'Frodo', 'destroy']"
171,172,The Maltese Falcon,963,The Maltese Falcon,['John Huston'],['Warner Bros. Pictures'],"['Mystery', 'Crime', 'Thriller']",22.717,7.709,"['Humphrey Bogart', 'Peter Lorre', 'Barton MacLane', 'Jerome Cowan', 'Ward Bond', 'Lee Patrick', 'James Burke', 'Gladys George', 'Elisha Cook Jr.', 'William Hopper']","['criminals', 'liar', 'statuette', 'private', 'detective', 'case', 'involves', 'eccentric', 'beautiful', 'quest']"
172,173,The Man Who Shot Liberty Valance,11697,The Man Who Shot Liberty Valance,['John Ford'],"['Paramount Pictures', 'John Ford Productions']",['Western'],26.006,7.78,"['Vera Miles', 'John Wayne', 'Denver Pyle', 'James Stewart', 'Lee Van Cleef', 'Strother Martin', 'Jeanette Nolan', 'John Carradine', 'Carleton Young', ""Edmond O'Brien""]","['Stoddard', 'James', 'Stewart', 'John', 'Wayne', 'Doniphon', 'Senator', 'Tom', 'Western', 'Valance']"
173,174,The Manchurian Candidate,982,The Manchurian Candidate,['John Frankenheimer'],"['MC Productions', 'United Artists']","['Thriller', 'Drama']",25.348,7.524,"['Angela Lansbury', 'Henry Silva', 'James Gregory', 'Laurence Harvey', 'Reggie Nalder', 'Janet Leigh', 'Leslie Parrish', 'Douglas Henderson', 'Whit Bissell', 'Arthur Tovey']","['War', 'Korean', 'platoon', 'soldiers', 'brainwashed', 'end', 'captured', 'communists', 'Sergeant', 'Raymond']"
174,175,The Matrix,603,The Matrix,"['Lana Wachowski', 'Lilly Wachowski']","['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']","['Action', 'Science Fiction']",110.9,8.218,"['Keanu Reeves', 'Hugo Weaving', 'Robert Taylor', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Marcus Chong', 'Belinda McClory', 'Gloria Foster', 'Matt Doran']","['century', 'Matrix', 'Set', 'earth', 'story', 'hacker', 'joins', 'group', 'underground', 'insurgents']"
175,176,The Night of the Hunter,3112,The Night of the Hunter,['Charles Laughton'],"['Paul Gregory Productions', 'United Artists']","['Crime', 'Drama', 'Thriller']",44.461,7.9,"['Lillian Gish', 'Robert Mitchum', 'Peter Graves', 'Shelley Winters', 'Roy Engel', 'James Gleason', 'Gloria Castillo', 'Paul Bryar', 'James Griffith', 'Don Beddoe']","['Virginia', 'Depression-era', 'West', 'money', 'serial-killing', 'preacher', 'hunts', 'young', 'children', 'whereabouts']"
176,177,The Pianist,423,The Pianist,['Roman Polanski'],"['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam']","['Drama', 'War']",47.528,8.381,"['Adrien Brody', 'Emilia Fox', 'Morgane Polanski', 'Thomas Kretschmann', 'John Bennett', 'Andrew Tiernan', 'Michał Żebrowski', 'Frank Finlay', 'Ronan Vibert', 'Ed Stoppard']","['Władysław', 'Warsaw', 'Nazi', 'Szpilman', 'occupation', 'true', 'story', 'pianist', 'experiences', 'city']"
177,178,The Prestige,1124,The Prestige,['Christopher Nolan'],"['Warner Bros. Pictures', 'Touchstone Pictures', 'Newmarket Films', 'Syncopy']","['Drama', 'Mystery', 'Science Fiction']",114.869,8.2,"['Scarlett Johansson', 'Hugh Jackman', 'Andy Serkis', 'Christian Bale', 'Rebecca Hall', 'Michael Caine', 'Piper Perabo', 'Daniel Davis', 'Enn Reitel', 'Roger Rees']","['supremacy', 'full', 'obsession', 'deceit', 'consequences', 'mysterious', 'story', 'magicians', 'intense', 'rivalry']"
178,179,The Princess Bride,2493,The Princess Bride,['Rob Reiner'],"['The Princess Bride Ltd.', 'Buttercup Films Ltd.', 'Act III Productions']","['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",62.065,7.7,"['Cary Elwes', 'Carol Kane', 'Robin Wright', 'Billy Crystal', 'Peter Falk', 'Wallace Shawn', 'Chris Sarandon', 'Fred Savage', 'Mandy Patinkin', 'Christopher Guest']","['Sicilians', 'Princess', 'Buttercup', 'Westley', 'tale', 'swordsmen', 'murderous', 'princes', 'size', 'enchantingly']"
179,180,The Shawshank Redemption,278,The Shawshank Redemption,['Frank Darabont'],['Castle Rock Entertainment'],"['Drama', 'Crime']",230.79,8.7,"['Morgan Freeman', 'Clancy Brown', 'Tim Robbins', 'Brian Libby', 'Bob Gunton', 'William Sadler', 'Mark Rolston', 'Gil Bellows', 'Paul McCrane', 'James Whitmore']","['Andy', 'Shawshank', 'Dufresne', 'prison', 'Imprisoned', 'lover', 'upstanding', 'warden', 'double', 'murder']"
180,181,The Shining,694,The Shining,['Stanley Kubrick'],"['Warner Bros. Pictures', 'Peregrine', 'Hawk Films', 'The Producer Circle Co.']","['Horror', 'Thriller']",105.437,8.2,"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Anne Jackson', 'Barry Nelson', 'Scatman Crothers', 'Joe Turkel', 'Tony Burton', 'Jana Shelden', 'Philip Stone']","['Hotel', 'Danny', 'Torrance', 'Overlook', 'Wendy', 'Jack', 'winter', 'accepts', 'caretaker', 'job']"
181,182,The Silence of the Lambs,274,The Silence of the Lambs,['Jonathan Demme'],"['Orion Pictures', 'Strong Heart']","['Crime', 'Drama', 'Thriller']",17.305,8.3,"['Anthony Hopkins', 'Jodie Foster', 'Ted Levine', 'Brooke Smith', 'Scott Glenn', 'Frankie Faison', 'Brent Hinkley', 'Chris Isaak', 'Diane Baker', 'Daniel von Bargen']","['FBI', 'Clarice', 'Starling', 'academy', 'Lecter', 'Crawford', 'top', 'student', 'training', 'Hannibal']"
182,183,The Sixth Sense,745,The Sixth Sense,['M. Night Shyamalan'],"['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']","['Mystery', 'Thriller', 'Drama']",67.614,8.0,"['Bruce Willis', 'Haley Joel Osment', 'Mischa Barton', 'M. Night Shyamalan', 'Olivia Williams', 'Donnie Wahlberg', 'Toni Collette', 'Trevor Morgan', 'Lisa Summerour', 'KaDee Strickland']","['Sear', 'Malcolm', 'Crowe', 'Cole', 'tragedy', 'child', 'secret', 'unexpected', 'psychologist', 'meets']"
183,184,The Sting,9277,The Sting,['George Roy Hill'],"['Universal Pictures', 'Zanuck/Brown Productions', 'David Brown Productions']","['Comedy', 'Crime', 'Drama']",23.376,8.024,"['Robert Redford', 'Paul Newman', 'Charles Durning', 'William Benedict', 'Dana Elcar', 'Robert Shaw', 'Kathleen Freeman', 'Harold Gould', 'Eileen Brennan', 'Ray Walston']","['con', 'mobster', 'novice', 'man', 'teams', 'acknowledged', 'master', 'avenge', 'murder', 'mutual']"
184,185,The Terminator,218,The Terminator,['James Cameron'],"['Hemdale', 'Pacific Western']","['Action', 'Thriller', 'Science Fiction']",103.024,7.661,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Bill Paxton', 'Lance Henriksen', 'Michael Biehn', 'Brian Thompson', 'Earl Boen', 'Paul Winfield', 'Rick Rossovich', 'Dick Miller']","['Terminator', 'Connor', 'Sarah', 'future', 'reigning', 'back', 'century', 'hegemony', 'post-apocalyptic', 'tyrannical']"
185,186,The Thing,1091,The Thing,['John Carpenter'],"['Universal Pictures', 'The Turman-Foster Company']","['Horror', 'Mystery', 'Science Fiction']",66.356,8.1,"['John Carpenter', 'Kurt Russell', 'Adrienne Barbeau', 'Keith David', 'Wilford Brimley', 'Donald Moffat', 'Richard Masur', 'David Clennon', 'Richard Dysart', 'Peter Maloney']","['years', 'Antarctic', 'research', 'winter', 'twelve-man', 'team', 'remote', 'station', 'discovers', 'alien']"
186,187,The Third Man,1092,The Third Man,['Carol Reed'],['London Films Productions'],"['Thriller', 'Mystery']",24.307,7.921,"['Orson Welles', 'Wilfrid Hyde-White', 'Alida Valli', 'Trevor Howard', 'Geoffrey Keen', 'Joseph Cotten', 'Bernard Lee', 'Robert Brown', 'Carol Reed', 'Theodore Gottlieb']","['Austria', 'Vienna', 'Holly', 'Westerns', 'Lime', 'Harry', 'Martins', 'arrives', 'died', 'Anna']"
187,188,The Treasure of the Sierra Madre,3090,The Treasure of the Sierra Madre,['John Huston'],['Warner Bros. Pictures'],"['Adventure', 'Drama', 'Western']",27.195,8.0,"['Jay Silverheels', 'Humphrey Bogart', 'Barton MacLane', 'Robert Blake', 'Alfonso Bedoya', 'John Huston', 'Tim Holt', 'Martín Garralaga', 'Jack Holt', 'Walter Huston']","['Americans', 'Mexico', 'gold', 'jobless', 'convince', 'prospector', 'travel', 'mountains', 'search', 'wilderness']"
188,189,The Truman Show,37165,The Truman Show,['Peter Weir'],"['Paramount Pictures', 'Scott Rudin Productions']","['Comedy', 'Drama']",81.336,8.144,"['Jim Carrey', 'Natascha McElhone', 'Paul Giamatti', 'Ed Harris', 'Holland Taylor', 'Laura Linney', 'Noah Emmerich', 'Peter Krause', 'Marc Macaulay', 'Una Damon']","['Burbank', 'Truman', 'day', 'born', 'years', 'running', 'history', 'thirty', 'unwitting', 'star']"
189,190,The Untouchables,117,The Untouchables,['Brian De Palma'],"['Paramount Pictures', 'The Linson Company']","['Crime', 'History', 'Thriller']",44.131,7.765,"['Kevin Costner', 'Robert De Niro', 'Andy García', 'Sean Connery', 'Patricia Clarkson', 'Billy Drago', 'Joe Greco', 'Charles Martin Smith', 'Clifton James', 'John Barrowman']","['Ness', 'Capone', 'Elliot', 'agent', 'Untouchables', 'ambitious', 'prohibition', 'determined', 'goal', 'nickname']"
190,191,The Usual Suspects,629,The Usual Suspects,['Bryan Singer'],"['Bad Hat Harry Productions', 'Blue Parrot Productions']","['Drama', 'Crime', 'Thriller']",46.363,8.2,"['Giancarlo Esposito', 'Benicio del Toro', 'Pete Postlethwaite', 'Stephen Baldwin', 'Dan Hedaya', 'Chazz Palminteri', 'Kevin Spacey', 'Gabriel Byrne', 'Clark Gregg', 'Peter Greene']","['Keyser', 'Soze', 'Verbal', 'Kint', 'San', 'Pedro', 'Held', 'interrogation', 'room', 'exists']"
191,192,The Wild Bunch,576,The Wild Bunch,['Sam Peckinpah'],['Warner Bros.-Seven Arts'],['Western'],38.427,7.599,"['Ernest Borgnine', 'William Holden', 'L.Q. Jones', 'Strother Martin', 'José Chávez', ""Edmond O'Brien"", 'Bo Hopkins', 'Robert Ryan', 'Warren Oates', 'Emilio Fernández']","['traditional', 'American', 'West', 'aging', 'group', 'outlaws', 'big', 'score', 'disappearing']"
192,193,The Wizard of Oz,630,The Wizard of Oz,['Victor Fleming'],['Metro-Goldwyn-Mayer'],"['Adventure', 'Fantasy', 'Family']",68.389,7.6,"['Ray Bolger', 'Adriana Caselotti', 'Buddy Ebsen', 'Jack Haley', 'Margaret Hamilton', 'Pinto Colvig', 'Bert Lahr', 'Angelo Rossitto', 'Judy Garland', 'Harry Earles']","['Dorothy', 'Wizard', 'Young', 'lion', 'lives', 'makes', 'make', 'finds', 'magical', 'world']"
193,194,There Will Be Blood,7345,There Will Be Blood,['Paul Thomas Anderson'],"['Paramount Vantage', 'Miramax', 'JoAnne Sellar Productions', 'Ghoulardi Film Company']",['Drama'],37.638,8.1,"['Ciarán Hinds', 'Paul Dano', ""Kevin J. O'Connor"", 'Daniel Day-Lewis', 'Paul F. Tompkins', 'Randall Carver', 'Jim Meskimen', 'David Warshofsky', 'Barry Del Sherman', 'David Willis']","['Daniel', 'California', 'Plainview', 'Ruthless', 'miner', 'turned', 'prospector', 'moves', 'silver', 'oil']"
194,195,To Kill a Mockingbird,595,To Kill a Mockingbird,['Robert Mulligan'],"['Pakula-Mulligan', 'Brentwood Productions']",['Drama'],35.129,8.0,"['Robert Duvall', 'Brock Peters', 'Gregory Peck', 'William Windom', 'John Megna', 'Cap Somers', 'Mary Badham', 'Paul Fix', 'Rosemary Murphy', 'Arthur Tovey']","['Alabama', 'Finch', 'Maycomb', 'Boo', 'Radley', 'Jem', 'Dill', 'Scout', 'spending', 'neighbor']"
